FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Family households:,Married-couple family,Other family:,"Male householder, no wife present","Female householder, no husband present",Nonfamily households:,Householder living alone,Householder not living alone
ACSSF,2012e5,wv,000,0036,0000001,040,54,   ,04000US54,West Virginia,742674,484531,372028,112503,30981,81522,258143,221663,36480
ACSSF,2012e5,wv,000,0036,0000002,040,54,   ,04001US54,West Virginia -- Urban,372682,224560,162989,61571,15129,46442,148122,126952,21170
ACSSF,2012e5,wv,000,0036,0000003,040,54,   ,04043US54,West Virginia -- Rural,369992,259971,209039,50932,15852,35080,110021,94711,15310
ACSSF,2012e5,wv,000,0036,0000004,040,54,   ,040A0US54,West Virginia -- In metropolitan or micropolitan statistical area,562260,361874,275842,86032,22639,63393,200386,171134,29252
ACSSF,2012e5,wv,000,0036,0000005,040,54,   ,040C0US54,West Virginia -- In metropolitan statistical area,416767,265069,202416,62653,16841,45812,151698,129137,22561
ACSSF,2012e5,wv,000,0036,0000006,040,54,   ,040C1US54,West Virginia -- In metropolitan statistical area -- in principal city,102387,54586,37967,16619,3951,12668,47801,40642,7159
ACSSF,2012e5,wv,000,0036,0000007,040,54,   ,040C2US54,West Virginia -- In metropolitan statistical area -- not in principal city,314380,210483,164449,46034,12890,33144,103897,88495,15402
ACSSF,2012e5,wv,000,0036,0000008,040,54,   ,040E0US54,West Virginia -- In micropolitan statistical area,145493,96805,73426,23379,5798,17581,48688,41997,6691
ACSSF,2012e5,wv,000,0036,0000009,040,54,   ,040E1US54,West Virginia -- In micropolitan statistical area -- in principal city,31686,18566,12994,5572,1116,4456,13120,11165,1955
ACSSF,2012e5,wv,000,0036,0000010,040,54,   ,040E2US54,West Virginia -- In micropolitan statistical area -- not in principal city,113807,78239,60432,17807,4682,13125,35568,30832,4736
ACSSF,2012e5,wv,000,0036,0000011,040,54,   ,040G0US54,West Virginia -- Not in metropolitan or micropolitan statistical area,180414,122657,96186,26471,8342,18129,57757,50529,7228
ACSSF,2012e5,wv,000,0036,0000012,040,54,   ,040H0US54,West Virginia -- Not in metropolitan statistical area,325907,219462,169612,49850,14140,35710,106445,92526,13919
ACSSF,2012e5,wv,000,0036,0000013,050,54,001,05000US54001,"Barbour County, West Virginia",6206,4365,3469,896,278,618,1841,1703,138
ACSSF,2012e5,wv,000,0036,0000014,050,54,003,05000US54003,"Berkeley County, West Virginia",39992,28044,20803,7241,2175,5066,11948,10025,1923
ACSSF,2012e5,wv,000,0036,0000015,050,54,005,05000US54005,"Boone County, West Virginia",9755,7017,5521,1496,455,1041,2738,2443,295
ACSSF,2012e5,wv,000,0036,0000016,050,54,007,05000US54007,"Braxton County, West Virginia",6009,3823,3127,696,280,416,2186,1849,337
ACSSF,2012e5,wv,000,0036,0000017,050,54,009,05000US54009,"Brooke County, West Virginia",9911,6592,4846,1746,619,1127,3319,2926,393
ACSSF,2012e5,wv,000,0036,0000018,050,54,011,05000US54011,"Cabell County, West Virginia",40484,24544,17552,6992,1620,5372,15940,13196,2744
ACSSF,2012e5,wv,000,0036,0000019,050,54,013,05000US54013,"Calhoun County, West Virginia",3182,2136,1552,584,274,310,1046,946,100
ACSSF,2012e5,wv,000,0036,0000020,050,54,015,05000US54015,"Clay County, West Virginia",3441,2442,2036,406,132,274,999,895,104
ACSSF,2012e5,wv,000,0036,0000021,050,54,017,05000US54017,"Doddridge County, West Virginia",2773,1958,1405,553,196,357,815,715,100
ACSSF,2012e5,wv,000,0036,0000022,050,54,019,05000US54019,"Fayette County, West Virginia",17733,11917,8678,3239,819,2420,5816,5057,759
ACSSF,2012e5,wv,000,0036,0000023,050,54,021,05000US54021,"Gilmer County, West Virginia",2539,1567,1205,362,92,270,972,784,188
ACSSF,2012e5,wv,000,0036,0000024,050,54,023,05000US54023,"Grant County, West Virginia",4673,3242,2686,556,196,360,1431,1260,171
ACSSF,2012e5,wv,000,0036,0000025,050,54,025,05000US54025,"Greenbrier County, West Virginia",15397,10077,7484,2593,761,1832,5320,4513,807
ACSSF,2012e5,wv,000,0036,0000026,050,54,027,05000US54027,"Hampshire County, West Virginia",10563,5017,3824,1193,218,975,5546,5159,387
ACSSF,2012e5,wv,000,0036,0000027,050,54,029,05000US54029,"Hancock County, West Virginia",12989,8706,6482,2224,703,1521,4283,3851,432
ACSSF,2012e5,wv,000,0036,0000028,050,54,031,05000US54031,"Hardy County, West Virginia",4764,2856,2332,524,260,264,1908,1725,183
ACSSF,2012e5,wv,000,0036,0000029,050,54,033,05000US54033,"Harrison County, West Virginia",27761,18789,14052,4737,976,3761,8972,7893,1079
ACSSF,2012e5,wv,000,0036,0000030,050,54,035,05000US54035,"Jackson County, West Virginia",11399,7796,6153,1643,436,1207,3603,2975,628
ACSSF,2012e5,wv,000,0036,0000031,050,54,037,05000US54037,"Jefferson County, West Virginia",19824,13939,11136,2803,795,2008,5885,4486,1399
ACSSF,2012e5,wv,000,0036,0000032,050,54,039,05000US54039,"Kanawha County, West Virginia",82961,50690,37207,13483,3317,10166,32271,27777,4494
ACSSF,2012e5,wv,000,0036,0000033,050,54,041,05000US54041,"Lewis County, West Virginia",6570,4294,3421,873,247,626,2276,1929,347
ACSSF,2012e5,wv,000,0036,0000034,050,54,043,05000US54043,"Lincoln County, West Virginia",8500,6269,4682,1587,446,1141,2231,2051,180
ACSSF,2012e5,wv,000,0036,0000035,050,54,045,05000US54045,"Logan County, West Virginia",14802,10532,7887,2645,837,1808,4270,3561,709
ACSSF,2012e5,wv,000,0036,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",8348,5504,4012,1492,445,1047,2844,2473,371
ACSSF,2012e5,wv,000,0036,0000037,050,54,049,05000US54049,"Marion County, West Virginia",22761,14940,11175,3765,983,2782,7821,6513,1308
ACSSF,2012e5,wv,000,0036,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",14068,9468,7392,2076,723,1353,4600,3996,604
ACSSF,2012e5,wv,000,0036,0000039,050,54,053,05000US54053,"Mason County, West Virginia",10381,7088,5485,1603,292,1311,3293,2764,529
ACSSF,2012e5,wv,000,0036,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",25784,16394,12877,3517,894,2623,9390,8114,1276
ACSSF,2012e5,wv,000,0036,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",11183,6499,5104,1395,319,1076,4684,4402,282
ACSSF,2012e5,wv,000,0036,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",10873,7378,5450,1928,539,1389,3495,3140,355
ACSSF,2012e5,wv,000,0036,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",35777,18516,14787,3729,1165,2564,17261,13255,4006
ACSSF,2012e5,wv,000,0036,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",5614,3933,3183,750,213,537,1681,1406,275
ACSSF,2012e5,wv,000,0036,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",7306,3695,2967,728,173,555,3611,3345,266
ACSSF,2012e5,wv,000,0036,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",10366,7645,6121,1524,607,917,2721,2434,287
ACSSF,2012e5,wv,000,0036,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",18508,10798,8210,2588,516,2072,7710,6883,827
ACSSF,2012e5,wv,000,0036,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",3355,2107,1738,369,110,259,1248,1102,146
ACSSF,2012e5,wv,000,0036,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",2726,1842,1547,295,68,227,884,761,123
ACSSF,2012e5,wv,000,0036,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",3783,2545,2110,435,173,262,1238,1072,166
ACSSF,2012e5,wv,000,0036,0000051,050,54,077,05000US54077,"Preston County, West Virginia",12780,8891,7262,1629,593,1036,3889,3215,674
ACSSF,2012e5,wv,000,0036,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",21130,15814,12867,2947,759,2188,5316,4496,820
ACSSF,2012e5,wv,000,0036,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",31500,20767,15927,4840,1382,3458,10733,9318,1415
ACSSF,2012e5,wv,000,0036,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",11238,7576,6024,1552,479,1073,3662,3455,207
ACSSF,2012e5,wv,000,0036,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",4120,2702,2082,620,189,431,1418,1315,103
ACSSF,2012e5,wv,000,0036,0000056,050,54,087,05000US54087,"Roane County, West Virginia",5817,3746,3042,704,134,570,2071,1777,294
ACSSF,2012e5,wv,000,0036,0000057,050,54,089,05000US54089,"Summers County, West Virginia",5270,3490,2763,727,305,422,1780,1653,127
ACSSF,2012e5,wv,000,0036,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",6800,4952,3827,1125,256,869,1848,1623,225
ACSSF,2012e5,wv,000,0036,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",3129,2156,1788,368,130,238,973,874,99
ACSSF,2012e5,wv,000,0036,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",3635,2553,2065,488,166,322,1082,957,125
ACSSF,2012e5,wv,000,0036,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",9084,6320,5076,1244,376,868,2764,2355,409
ACSSF,2012e5,wv,000,0036,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",16783,11153,8590,2563,594,1969,5630,4931,699
ACSSF,2012e5,wv,000,0036,0000063,050,54,101,05000US54101,"Webster County, West Virginia",4115,2904,2302,602,203,399,1211,1024,187
ACSSF,2012e5,wv,000,0036,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",6980,4727,3809,918,200,718,2253,2040,213
ACSSF,2012e5,wv,000,0036,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",2303,1559,1282,277,42,235,744,548,196
ACSSF,2012e5,wv,000,0036,0000066,050,54,107,05000US54107,"Wood County, West Virginia",35783,23574,18319,5255,1409,3846,12209,10496,1713
ACSSF,2012e5,wv,000,0036,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",9146,6683,5305,1378,412,966,2463,2207,256
ACSSF,2012e5,wv,000,0036,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",2545,1689,1427,262,31,231,856,827,29
ACSSF,2012e5,wv,000,0036,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",2209,1613,1204,409,148,261,596,545,51
ACSSF,2012e5,wv,000,0036,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",1452,1063,838,225,99,126,389,331,58
ACSSF,2012e5,wv,000,0036,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",6335,3611,2390,1221,430,791,2724,2431,293
ACSSF,2012e5,wv,000,0036,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",3881,3055,2407,648,165,483,826,593,233
ACSSF,2012e5,wv,000,0036,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",6493,4647,3607,1040,373,667,1846,1612,234
ACSSF,2012e5,wv,000,0036,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",7775,5507,4144,1363,428,935,2268,1914,354
ACSSF,2012e5,wv,000,0036,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",7512,5398,3805,1593,398,1195,2114,1710,404
ACSSF,2012e5,wv,000,0036,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",7996,5826,4450,1376,381,995,2170,1765,405
ACSSF,2012e5,wv,000,0036,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",3339,2482,1931,551,161,390,857,779,78
ACSSF,2012e5,wv,000,0036,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",2614,1917,1487,430,151,279,697,655,42
ACSSF,2012e5,wv,000,0036,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",3802,2618,2103,515,143,372,1184,1009,175
ACSSF,2012e5,wv,000,0036,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",1341,786,662,124,32,92,555,427,128
ACSSF,2012e5,wv,000,0036,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",1511,950,774,176,39,137,561,467,94
ACSSF,2012e5,wv,000,0036,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",1606,1140,859,281,151,130,466,401,65
ACSSF,2012e5,wv,000,0036,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",1551,947,832,115,58,57,604,554,50
ACSSF,2012e5,wv,000,0036,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",3467,2217,1673,544,160,384,1250,1067,183
ACSSF,2012e5,wv,000,0036,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",3369,2182,1499,683,283,400,1187,1063,124
ACSSF,2012e5,wv,000,0036,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",3075,2193,1674,519,176,343,882,796,86
ACSSF,2012e5,wv,000,0036,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",7567,4509,3257,1252,360,892,3058,2569,489
ACSSF,2012e5,wv,000,0036,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",7410,3041,1723,1318,313,1005,4369,3627,742
ACSSF,2012e5,wv,000,0036,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",7582,4400,2757,1643,331,1312,3182,2477,705
ACSSF,2012e5,wv,000,0036,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",9771,6628,5204,1424,352,1072,3143,2767,376
ACSSF,2012e5,wv,000,0036,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",8154,5966,4611,1355,264,1091,2188,1756,432
ACSSF,2012e5,wv,000,0036,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",559,332,256,76,25,51,227,220,7
ACSSF,2012e5,wv,000,0036,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",720,479,286,193,107,86,241,192,49
ACSSF,2012e5,wv,000,0036,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",500,315,180,135,57,78,185,167,18
ACSSF,2012e5,wv,000,0036,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",753,521,422,99,46,53,232,206,26
ACSSF,2012e5,wv,000,0036,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",650,489,408,81,39,42,161,161,0
ACSSF,2012e5,wv,000,0036,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",1261,901,712,189,62,127,360,339,21
ACSSF,2012e5,wv,000,0036,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",1062,745,636,109,35,74,317,281,36
ACSSF,2012e5,wv,000,0036,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",1118,796,688,108,35,73,322,275,47
ACSSF,2012e5,wv,000,0036,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",759,580,389,191,85,106,179,169,10
ACSSF,2012e5,wv,000,0036,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",556,373,261,112,9,103,183,128,55
ACSSF,2012e5,wv,000,0036,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",681,518,461,57,19,38,163,156,7
ACSSF,2012e5,wv,000,0036,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",777,487,294,193,83,110,290,262,28
ACSSF,2012e5,wv,000,0036,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",6163,4063,3176,887,267,620,2100,1743,357
ACSSF,2012e5,wv,000,0036,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",6320,4255,2963,1292,249,1043,2065,1783,282
ACSSF,2012e5,wv,000,0036,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",5250,3599,2539,1060,303,757,1651,1531,120
ACSSF,2012e5,wv,000,0036,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",642,423,361,62,0,62,219,192,27
ACSSF,2012e5,wv,000,0036,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",606,307,152,155,19,136,299,210,89
ACSSF,2012e5,wv,000,0036,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",670,416,358,58,45,13,254,206,48
ACSSF,2012e5,wv,000,0036,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",621,421,334,87,28,59,200,176,24
ACSSF,2012e5,wv,000,0036,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",1626,1182,1036,146,47,99,444,401,43
ACSSF,2012e5,wv,000,0036,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",1756,1087,812,275,92,183,669,604,65
ACSSF,2012e5,wv,000,0036,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",1291,973,838,135,57,78,318,255,63
ACSSF,2012e5,wv,000,0036,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",5702,3596,2835,761,148,613,2106,1722,384
ACSSF,2012e5,wv,000,0036,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",5116,3242,2258,984,304,680,1874,1612,262
ACSSF,2012e5,wv,000,0036,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",4579,3239,2391,848,309,539,1340,1179,161
ACSSF,2012e5,wv,000,0036,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",1535,794,717,77,53,24,741,705,36
ACSSF,2012e5,wv,000,0036,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",1317,497,382,115,12,103,820,785,35
ACSSF,2012e5,wv,000,0036,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",1956,879,690,189,54,135,1077,1042,35
ACSSF,2012e5,wv,000,0036,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",543,272,238,34,0,34,271,251,20
ACSSF,2012e5,wv,000,0036,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",1703,812,562,250,43,207,891,839,52
ACSSF,2012e5,wv,000,0036,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",2187,1074,751,323,22,301,1113,952,161
ACSSF,2012e5,wv,000,0036,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",1322,689,484,205,34,171,633,585,48
ACSSF,2012e5,wv,000,0036,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",4396,2886,2262,624,156,468,1510,1397,113
ACSSF,2012e5,wv,000,0036,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",4357,2834,1866,968,299,669,1523,1343,180
ACSSF,2012e5,wv,000,0036,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",4236,2986,2354,632,248,384,1250,1111,139
ACSSF,2012e5,wv,000,0036,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",1022,576,495,81,30,51,446,362,84
ACSSF,2012e5,wv,000,0036,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",964,620,475,145,112,33,344,314,30
ACSSF,2012e5,wv,000,0036,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",760,350,242,108,26,82,410,382,28
ACSSF,2012e5,wv,000,0036,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",1075,633,521,112,30,82,442,431,11
ACSSF,2012e5,wv,000,0036,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",943,677,599,78,62,16,266,236,30
ACSSF,2012e5,wv,000,0036,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",4951,3554,2699,855,174,681,1397,1327,70
ACSSF,2012e5,wv,000,0036,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",4529,3154,2356,798,191,607,1375,1215,160
ACSSF,2012e5,wv,000,0036,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",4397,2675,1816,859,180,679,1722,1458,264
ACSSF,2012e5,wv,000,0036,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",5213,3674,2829,845,167,678,1539,1340,199
ACSSF,2012e5,wv,000,0036,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",4579,2844,1990,854,135,719,1735,1530,205
ACSSF,2012e5,wv,000,0036,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",4092,2888,2362,526,129,397,1204,1023,181
ACSSF,2012e5,wv,000,0036,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",3830,2579,2050,529,116,413,1251,983,268
ACSSF,2012e5,wv,000,0036,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",3474,2263,1785,478,122,356,1211,1029,182
ACSSF,2012e5,wv,000,0036,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",4095,2954,2318,636,198,438,1141,963,178
ACSSF,2012e5,wv,000,0036,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",4515,2753,2030,723,131,592,1762,1379,383
ACSSF,2012e5,wv,000,0036,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",3699,2665,2078,587,146,441,1034,769,265
ACSSF,2012e5,wv,000,0036,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",4424,3468,2978,490,137,353,956,790,166
ACSSF,2012e5,wv,000,0036,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",3765,2785,2103,682,203,479,980,785,195
ACSSF,2012e5,wv,000,0036,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",3421,2268,1947,321,178,143,1153,763,390
ACSSF,2012e5,wv,000,0036,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",19439,10911,7548,3363,774,2589,8528,7393,1135
ACSSF,2012e5,wv,000,0036,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",22397,13695,10050,3645,826,2819,8702,7637,1065
ACSSF,2012e5,wv,000,0036,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",20510,13168,9983,3185,909,2276,7342,6187,1155
ACSSF,2012e5,wv,000,0036,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",20615,12916,9626,3290,808,2482,7699,6560,1139
ACSSF,2012e5,wv,000,0036,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",2112,1363,1078,285,80,205,749,610,139
ACSSF,2012e5,wv,000,0036,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",2073,1325,1072,253,90,163,748,639,109
ACSSF,2012e5,wv,000,0036,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",2385,1606,1271,335,77,258,779,680,99
ACSSF,2012e5,wv,000,0036,0000153,060,54,043,06000US5404390384,"Carroll district, Lincoln County, West Virginia",1487,1102,867,235,41,194,385,368,17
ACSSF,2012e5,wv,000,0036,0000154,060,54,043,06000US5404390960,"Duval district, Lincoln County, West Virginia",1567,1374,1150,224,9,215,193,181,12
ACSSF,2012e5,wv,000,0036,0000155,060,54,043,06000US5404391572,"Harts Creek district, Lincoln County, West Virginia",1421,1024,799,225,52,173,397,368,29
ACSSF,2012e5,wv,000,0036,0000156,060,54,043,06000US5404391812,"Laurel Hill district, Lincoln County, West Virginia",781,548,377,171,65,106,233,189,44
ACSSF,2012e5,wv,000,0036,0000157,060,54,043,06000US5404392784,"Sheridan district, Lincoln County, West Virginia",2017,1390,898,492,194,298,627,581,46
ACSSF,2012e5,wv,000,0036,0000158,060,54,043,06000US5404393516,"Washington district, Lincoln County, West Virginia",1227,831,591,240,85,155,396,364,32
ACSSF,2012e5,wv,000,0036,0000159,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",4610,3127,2262,865,346,519,1483,1268,215
ACSSF,2012e5,wv,000,0036,0000160,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",5619,4084,3085,999,258,741,1535,1293,242
ACSSF,2012e5,wv,000,0036,0000161,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",4573,3321,2540,781,233,548,1252,1000,252
ACSSF,2012e5,wv,000,0036,0000162,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",2285,1484,1080,404,112,292,801,674,127
ACSSF,2012e5,wv,000,0036,0000163,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",2061,1318,936,382,137,245,743,637,106
ACSSF,2012e5,wv,000,0036,0000164,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",1890,1274,878,396,84,312,616,551,65
ACSSF,2012e5,wv,000,0036,0000165,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",2112,1428,1118,310,112,198,684,611,73
ACSSF,2012e5,wv,000,0036,0000166,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",7113,3978,2873,1105,229,876,3135,2405,730
ACSSF,2012e5,wv,000,0036,0000167,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",9022,6178,4632,1546,353,1193,2844,2544,300
ACSSF,2012e5,wv,000,0036,0000168,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",6626,4784,3670,1114,401,713,1842,1564,278
ACSSF,2012e5,wv,000,0036,0000169,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",4480,3092,2496,596,144,452,1388,1225,163
ACSSF,2012e5,wv,000,0036,0000170,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",4752,2841,1966,875,312,563,1911,1671,240
ACSSF,2012e5,wv,000,0036,0000171,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",4836,3535,2930,605,267,338,1301,1100,201
ACSSF,2012e5,wv,000,0036,0000172,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",377,340,245,95,50,45,37,37,0
ACSSF,2012e5,wv,000,0036,0000173,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",1526,1044,830,214,67,147,482,354,128
ACSSF,2012e5,wv,000,0036,0000174,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",688,451,307,144,42,102,237,214,23
ACSSF,2012e5,wv,000,0036,0000175,060,54,053,06000US5405390660,"Cooper district, Mason County, West Virginia",734,565,462,103,10,93,169,120,49
