"NAME","year","CBSA","hhs_type","hhs_share","hhs_type_name"
"Atlanta-Sandy Springs-Roswell, GA",1970,12060,"hhs_1",NA,"hh w/ 1 person"
"Atlanta-Sandy Springs-Roswell, GA",1980,12060,"hhs_1",0.210004536599685,"hh w/ 1 person"
"Atlanta-Sandy Springs-Roswell, GA",1990,12060,"hhs_1",0.225730322466902,"hh w/ 1 person"
"Atlanta-Sandy Springs-Roswell, GA",2000,12060,"hhs_1",0.232452683156909,"hh w/ 1 person"
"Atlanta-Sandy Springs-Roswell, GA",2009,12060,"hhs_1",0.264468706435599,"hh w/ 1 person"
"Atlanta-Sandy Springs-Roswell, GA",2013,12060,"hhs_1",0.26430591458718,"hh w/ 1 person"
"Atlanta-Sandy Springs-Roswell, GA",2017,12060,"hhs_1",0.265771828618882,"hh w/ 1 person"
"Boston-Cambridge-Newton, MA-NH",1970,14460,"hhs_1",NA,"hh w/ 1 person"
"Boston-Cambridge-Newton, MA-NH",1980,14460,"hhs_1",0.247362845333132,"hh w/ 1 person"
"Boston-Cambridge-Newton, MA-NH",1990,14460,"hhs_1",0.256836359969685,"hh w/ 1 person"
"Boston-Cambridge-Newton, MA-NH",2000,14460,"hhs_1",0.27696383316331,"hh w/ 1 person"
"Boston-Cambridge-Newton, MA-NH",2009,14460,"hhs_1",0.28945136596059,"hh w/ 1 person"
"Boston-Cambridge-Newton, MA-NH",2013,14460,"hhs_1",0.285874989889877,"hh w/ 1 person"
"Boston-Cambridge-Newton, MA-NH",2017,14460,"hhs_1",0.277560560844637,"hh w/ 1 person"
"Chicago-Naperville-Elgin, IL-IN-WI",1970,16980,"hhs_1",NA,"hh w/ 1 person"
"Chicago-Naperville-Elgin, IL-IN-WI",1980,16980,"hhs_1",0.2386225737884,"hh w/ 1 person"
"Chicago-Naperville-Elgin, IL-IN-WI",1990,16980,"hhs_1",0.250667152321391,"hh w/ 1 person"
"Chicago-Naperville-Elgin, IL-IN-WI",2000,16980,"hhs_1",0.261921025255569,"hh w/ 1 person"
"Chicago-Naperville-Elgin, IL-IN-WI",2009,16980,"hhs_1",0.279802613550427,"hh w/ 1 person"
"Chicago-Naperville-Elgin, IL-IN-WI",2013,16980,"hhs_1",0.281849517368382,"hh w/ 1 person"
"Chicago-Naperville-Elgin, IL-IN-WI",2017,16980,"hhs_1",0.285733900549503,"hh w/ 1 person"
"Dallas-Fort Worth-Arlington, TX",1970,19100,"hhs_1",NA,"hh w/ 1 person"
"Dallas-Fort Worth-Arlington, TX",1980,19100,"hhs_1",0.226381218236214,"hh w/ 1 person"
"Dallas-Fort Worth-Arlington, TX",1990,19100,"hhs_1",0.249630531947415,"hh w/ 1 person"
"Dallas-Fort Worth-Arlington, TX",2000,19100,"hhs_1",0.246565596242826,"hh w/ 1 person"
"Dallas-Fort Worth-Arlington, TX",2009,19100,"hhs_1",0.256078218065905,"hh w/ 1 person"
"Dallas-Fort Worth-Arlington, TX",2013,19100,"hhs_1",0.251753564982182,"hh w/ 1 person"
"Dallas-Fort Worth-Arlington, TX",2017,19100,"hhs_1",0.248217024678223,"hh w/ 1 person"
"Houston-The Woodlands-Sugar Land, TX",1970,26420,"hhs_1",NA,"hh w/ 1 person"
"Houston-The Woodlands-Sugar Land, TX",1980,26420,"hhs_1",0.225671404368571,"hh w/ 1 person"
"Houston-The Woodlands-Sugar Land, TX",1990,26420,"hhs_1",0.243360291270346,"hh w/ 1 person"
"Houston-The Woodlands-Sugar Land, TX",2000,26420,"hhs_1",0.233773587078885,"hh w/ 1 person"
"Houston-The Woodlands-Sugar Land, TX",2009,26420,"hhs_1",0.242437234404751,"hh w/ 1 person"
"Houston-The Woodlands-Sugar Land, TX",2013,26420,"hhs_1",0.240656353969364,"hh w/ 1 person"
"Houston-The Woodlands-Sugar Land, TX",2017,26420,"hhs_1",0.242247511733121,"hh w/ 1 person"
"Los Angeles-Long Beach-Anaheim, CA",1970,31080,"hhs_1",NA,"hh w/ 1 person"
"Los Angeles-Long Beach-Anaheim, CA",1980,31080,"hhs_1",0.260232310097453,"hh w/ 1 person"
"Los Angeles-Long Beach-Anaheim, CA",1990,31080,"hhs_1",0.238648490580646,"hh w/ 1 person"
"Los Angeles-Long Beach-Anaheim, CA",2000,31080,"hhs_1",0.237634112089751,"hh w/ 1 person"
"Los Angeles-Long Beach-Anaheim, CA",2009,31080,"hhs_1",0.249930459674197,"hh w/ 1 person"
"Los Angeles-Long Beach-Anaheim, CA",2013,31080,"hhs_1",0.246731875732833,"hh w/ 1 person"
"Los Angeles-Long Beach-Anaheim, CA",2017,31080,"hhs_1",0.245086656231902,"hh w/ 1 person"
"Miami-Fort Lauderdale-West Palm Beach, FL",1970,33100,"hhs_1",NA,"hh w/ 1 person"
"Miami-Fort Lauderdale-West Palm Beach, FL",1980,33100,"hhs_1",0.247169857566093,"hh w/ 1 person"
"Miami-Fort Lauderdale-West Palm Beach, FL",1990,33100,"hhs_1",0.284220982090424,"hh w/ 1 person"
"Miami-Fort Lauderdale-West Palm Beach, FL",2000,33100,"hhs_1",0.269082487961982,"hh w/ 1 person"
"Miami-Fort Lauderdale-West Palm Beach, FL",2009,33100,"hhs_1",0.287547155521163,"hh w/ 1 person"
"Miami-Fort Lauderdale-West Palm Beach, FL",2013,33100,"hhs_1",0.287765626301118,"hh w/ 1 person"
"Miami-Fort Lauderdale-West Palm Beach, FL",2017,33100,"hhs_1",0.283947503691568,"hh w/ 1 person"
"New York-Newark-Jersey City, NY-NJ-PA",1970,35620,"hhs_1",NA,"hh w/ 1 person"
"New York-Newark-Jersey City, NY-NJ-PA",1980,35620,"hhs_1",0.25371734520066,"hh w/ 1 person"
"New York-Newark-Jersey City, NY-NJ-PA",1990,35620,"hhs_1",0.262598107717676,"hh w/ 1 person"
"New York-Newark-Jersey City, NY-NJ-PA",2000,35620,"hhs_1",0.267884903748498,"hh w/ 1 person"
"New York-Newark-Jersey City, NY-NJ-PA",2009,35620,"hhs_1",0.28237649214782,"hh w/ 1 person"
"New York-Newark-Jersey City, NY-NJ-PA",2013,35620,"hhs_1",0.278695506913989,"hh w/ 1 person"
"New York-Newark-Jersey City, NY-NJ-PA",2017,35620,"hhs_1",0.278930589965691,"hh w/ 1 person"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1970,37980,"hhs_1",NA,"hh w/ 1 person"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1980,37980,"hhs_1",0.225404670703077,"hh w/ 1 person"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1990,37980,"hhs_1",0.248734647220651,"hh w/ 1 person"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2000,37980,"hhs_1",0.268816690690066,"hh w/ 1 person"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2009,37980,"hhs_1",0.29010709251194,"hh w/ 1 person"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013,37980,"hhs_1",0.293593774630821,"hh w/ 1 person"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2017,37980,"hhs_1",0.294943666903191,"hh w/ 1 person"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1970,47900,"hhs_1",NA,"hh w/ 1 person"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1980,47900,"hhs_1",0.247992967494087,"hh w/ 1 person"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1990,47900,"hhs_1",0.247505758434795,"hh w/ 1 person"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2000,47900,"hhs_1",0.264214033936667,"hh w/ 1 person"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2009,47900,"hhs_1",0.284627547841701,"hh w/ 1 person"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2013,47900,"hhs_1",0.272503575525474,"hh w/ 1 person"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2017,47900,"hhs_1",0.269979640871986,"hh w/ 1 person"
"Atlanta-Sandy Springs-Roswell, GA",1970,12060,"hhs_2",NA,"hh w/ 2 people"
"Atlanta-Sandy Springs-Roswell, GA",1980,12060,"hhs_2",0.29926395489601,"hh w/ 2 people"
"Atlanta-Sandy Springs-Roswell, GA",1990,12060,"hhs_2",0.31616628598809,"hh w/ 2 people"
"Atlanta-Sandy Springs-Roswell, GA",2000,12060,"hhs_2",0.313044158114581,"hh w/ 2 people"
"Atlanta-Sandy Springs-Roswell, GA",2009,12060,"hhs_2",0.313731094566938,"hh w/ 2 people"
"Atlanta-Sandy Springs-Roswell, GA",2013,12060,"hhs_2",0.311921113110737,"hh w/ 2 people"
"Atlanta-Sandy Springs-Roswell, GA",2017,12060,"hhs_2",0.313499700598065,"hh w/ 2 people"
"Boston-Cambridge-Newton, MA-NH",1970,14460,"hhs_2",NA,"hh w/ 2 people"
"Boston-Cambridge-Newton, MA-NH",1980,14460,"hhs_2",0.296468112460183,"hh w/ 2 people"
"Boston-Cambridge-Newton, MA-NH",1990,14460,"hhs_2",0.307218064188761,"hh w/ 2 people"
"Boston-Cambridge-Newton, MA-NH",2000,14460,"hhs_2",0.311638548279388,"hh w/ 2 people"
"Boston-Cambridge-Newton, MA-NH",2009,14460,"hhs_2",0.315907171455058,"hh w/ 2 people"
"Boston-Cambridge-Newton, MA-NH",2013,14460,"hhs_2",0.32139028721864,"hh w/ 2 people"
"Boston-Cambridge-Newton, MA-NH",2017,14460,"hhs_2",0.327061263674135,"hh w/ 2 people"
"Chicago-Naperville-Elgin, IL-IN-WI",1970,16980,"hhs_2",NA,"hh w/ 2 people"
"Chicago-Naperville-Elgin, IL-IN-WI",1980,16980,"hhs_2",0.284592955105956,"hh w/ 2 people"
"Chicago-Naperville-Elgin, IL-IN-WI",1990,16980,"hhs_2",0.289055168247423,"hh w/ 2 people"
"Chicago-Naperville-Elgin, IL-IN-WI",2000,16980,"hhs_2",0.288436949166078,"hh w/ 2 people"
"Chicago-Naperville-Elgin, IL-IN-WI",2009,16980,"hhs_2",0.294969427034758,"hh w/ 2 people"
"Chicago-Naperville-Elgin, IL-IN-WI",2013,16980,"hhs_2",0.297133192098055,"hh w/ 2 people"
"Chicago-Naperville-Elgin, IL-IN-WI",2017,16980,"hhs_2",0.306997900227787,"hh w/ 2 people"
"Dallas-Fort Worth-Arlington, TX",1970,19100,"hhs_2",NA,"hh w/ 2 people"
"Dallas-Fort Worth-Arlington, TX",1980,19100,"hhs_2",0.312434560455669,"hh w/ 2 people"
"Dallas-Fort Worth-Arlington, TX",1990,19100,"hhs_2",0.304603515324516,"hh w/ 2 people"
"Dallas-Fort Worth-Arlington, TX",2000,19100,"hhs_2",0.302418696553852,"hh w/ 2 people"
"Dallas-Fort Worth-Arlington, TX",2009,19100,"hhs_2",0.303395170052142,"hh w/ 2 people"
"Dallas-Fort Worth-Arlington, TX",2013,19100,"hhs_2",0.306776594449958,"hh w/ 2 people"
"Dallas-Fort Worth-Arlington, TX",2017,19100,"hhs_2",0.308682638811494,"hh w/ 2 people"
"Houston-The Woodlands-Sugar Land, TX",1970,26420,"hhs_2",NA,"hh w/ 2 people"
"Houston-The Woodlands-Sugar Land, TX",1980,26420,"hhs_2",0.291201766358748,"hh w/ 2 people"
"Houston-The Woodlands-Sugar Land, TX",1990,26420,"hhs_2",0.28223565420845,"hh w/ 2 people"
"Houston-The Woodlands-Sugar Land, TX",2000,26420,"hhs_2",0.285879003066843,"hh w/ 2 people"
"Houston-The Woodlands-Sugar Land, TX",2009,26420,"hhs_2",0.296477854978164,"hh w/ 2 people"
"Houston-The Woodlands-Sugar Land, TX",2013,26420,"hhs_2",0.297509617997039,"hh w/ 2 people"
"Houston-The Woodlands-Sugar Land, TX",2017,26420,"hhs_2",0.296896275292629,"hh w/ 2 people"
"Los Angeles-Long Beach-Anaheim, CA",1970,31080,"hhs_2",NA,"hh w/ 2 people"
"Los Angeles-Long Beach-Anaheim, CA",1980,31080,"hhs_2",0.301563052467016,"hh w/ 2 people"
"Los Angeles-Long Beach-Anaheim, CA",1990,31080,"hhs_2",0.287115844561299,"hh w/ 2 people"
"Los Angeles-Long Beach-Anaheim, CA",2000,31080,"hhs_2",0.26811171601841,"hh w/ 2 people"
"Los Angeles-Long Beach-Anaheim, CA",2009,31080,"hhs_2",0.275739734463126,"hh w/ 2 people"
"Los Angeles-Long Beach-Anaheim, CA",2013,31080,"hhs_2",0.279703589417153,"hh w/ 2 people"
"Los Angeles-Long Beach-Anaheim, CA",2017,31080,"hhs_2",0.284594787154406,"hh w/ 2 people"
"Miami-Fort Lauderdale-West Palm Beach, FL",1970,33100,"hhs_2",NA,"hh w/ 2 people"
"Miami-Fort Lauderdale-West Palm Beach, FL",1980,33100,"hhs_2",0.41979246132777,"hh w/ 2 people"
"Miami-Fort Lauderdale-West Palm Beach, FL",1990,33100,"hhs_2",0.389605711914326,"hh w/ 2 people"
"Miami-Fort Lauderdale-West Palm Beach, FL",2000,33100,"hhs_2",0.321726655686456,"hh w/ 2 people"
"Miami-Fort Lauderdale-West Palm Beach, FL",2009,33100,"hhs_2",0.325104151977928,"hh w/ 2 people"
"Miami-Fort Lauderdale-West Palm Beach, FL",2013,33100,"hhs_2",0.318916617430716,"hh w/ 2 people"
"Miami-Fort Lauderdale-West Palm Beach, FL",2017,33100,"hhs_2",0.321300201953306,"hh w/ 2 people"
"New York-Newark-Jersey City, NY-NJ-PA",1970,35620,"hhs_2",NA,"hh w/ 2 people"
"New York-Newark-Jersey City, NY-NJ-PA",1980,35620,"hhs_2",0.288372249716724,"hh w/ 2 people"
"New York-Newark-Jersey City, NY-NJ-PA",1990,35620,"hhs_2",0.286313099001357,"hh w/ 2 people"
"New York-Newark-Jersey City, NY-NJ-PA",2000,35620,"hhs_2",0.282691410076738,"hh w/ 2 people"
"New York-Newark-Jersey City, NY-NJ-PA",2009,35620,"hhs_2",0.290028087572686,"hh w/ 2 people"
"New York-Newark-Jersey City, NY-NJ-PA",2013,35620,"hhs_2",0.289424638337337,"hh w/ 2 people"
"New York-Newark-Jersey City, NY-NJ-PA",2017,35620,"hhs_2",0.292378641988932,"hh w/ 2 people"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1970,37980,"hhs_2",NA,"hh w/ 2 people"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1980,37980,"hhs_2",0.293403078105908,"hh w/ 2 people"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1990,37980,"hhs_2",0.300456633869796,"hh w/ 2 people"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2000,37980,"hhs_2",0.304959965683534,"hh w/ 2 people"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2009,37980,"hhs_2",0.310225244633254,"hh w/ 2 people"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013,37980,"hhs_2",0.311722059021005,"hh w/ 2 people"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2017,37980,"hhs_2",0.31839593231952,"hh w/ 2 people"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1970,47900,"hhs_2",NA,"hh w/ 2 people"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1980,47900,"hhs_2",0.287327404917897,"hh w/ 2 people"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1990,47900,"hhs_2",0.30661639945196,"hh w/ 2 people"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2000,47900,"hhs_2",0.306194531471888,"hh w/ 2 people"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2009,47900,"hhs_2",0.305863797724695,"hh w/ 2 people"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2013,47900,"hhs_2",0.306999805384304,"hh w/ 2 people"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2017,47900,"hhs_2",0.305739910065925,"hh w/ 2 people"
"Atlanta-Sandy Springs-Roswell, GA",1970,12060,"hhs_3",NA,"hh w/ 3 to 4 people"
